comment,y_true,y_pred
sản_phẩm_chất_lượng sử_dụng ok hợp phân khúc giá pin xài ổn mình sử_dụng cả number ngày number ngày mới sạc number lần,Positive,Positive
mình mới mua về đung number ngày cảm_nhận máy nhạy vân tay cảm_ứng pin trâu sạc nhanh đầu cảm_thấy bắt wifi yếu khởi_động máy thấy bắt wifi ổn hơn thêm cả nhân_viên bán hàng khá thân_thiện mình đánh_giá number sao đối mình sử_dụng máy chụp ảnh tìm tài_liệu liên_lạc máy okela,Positive,Neutral
k hài_lòng lắm về tốc_độ mạng wifi mang_tiếng con note number pro thu sóng wifi yếu hơn con remi number e hỏi thể đỏi lấy máy khác k test hơn number cục wifi mạnh loading trong con remi number xem phim bình_thường,Negative,Negative
quá tệ_hại bạn nói đúng mình mua máy hôm cắm tai phone mất_mạng hoặc còn number vạch chán lắm,Negative,Negative
mới mua hôm sử_dụng máy còn number đêm bật wifi numberg độ sáng màn_hình mức trung_bình đặt ứng_dụng chạy ngầm sáng dậy sập nguồn máy vấn_đề đúng ạ,Negative,Negative
sản_phẩm ok đáng mua nhất trong tầm giá,Positive,Positive
sai_lầm mua máy pin tuột ko phanh wifi băt kém âm_thanh chìm vân tay án mãi mới mở dc tóm máy quá kém,Negative,Negative
pin trâu android number chạy hdh miui number xiaomi chụp ảnh đẹp phơi sáng ban_đêm xuất_sắc tầm giá chính hãng quá tốt hỗ_trợ sạc nhanh qc number,Positive,Positive
công_nhận mượt tội ko tránh khỏi pin quá yếu dùng nhanh nóng máy mặc_dù ở trong phòng bật hoà kiểu sắp nổ ý ai ý_định mua chơi game bỏ máy nhanh nóng chơi game nặng,Negative,Negative
mình mua đc number tuần dùng đọc báo fb nen thấy ok sao_chụp hình xấu vs trc k đẹp trc dù chụp chế_độ thường ảo k rõ ai giống mình k,Negative,Neutral
cấu_hình ổn số tầm giá thực_hiện tác vụ chơi game mượt nói_chung khá hài_lòng về mọi thứ nhân_viên tư_vấn nhiệt_tình,Positive,Positive
sản_phẩm quá tốt sử_dụng hơn number năm máy nhanh mượt camera kép chụp ảnh xoá phông chuyên_nghiệp chơi game tốt,Positive,Positive
máy dùng hơi giật camera bỏ đi quá tệ nhìn khá bắt_mắt cầm nặng_tay,Negative,Negative
máy dùng lag load ứng_dụng chậm nhân_viên sống_chết khen hay bùi_tai mua về thất_vọng thật sánh sản_phẩm ko chuẩn_xác coi mất tiền trải nghiệm,Negative,Negative
mua con đt remid number phước long ấp long thành nv phục_vụ tốt đc chị đẹp tư_vấn nhiệt_tình nc quá tuyệt_vời,Positive,Positive
lấy con tím hôm number trong camera hạt bụi bạn nào giống mình k mình nghĩ k sao mua,Neutral,Negative
quảng_bá rầm_rộ chiến game vô_địch kiểu chơi liên_quân fps đèn tín_hiệu giao_thông bao_giờ chơi một trận game mượt nhân_viên thái_độ chán ko muốn nói tiếc ko đánh_giá number sao,Negative,Negative
quá thất_vọng mới mua number tháng lỗi bóng mờ loa rè loa nghe,Negative,Negative
pin khá yếu sài bình_thường ko game trụ number ngày bắt wifi yếu hơn vs android thick hop ai hiệu_năng còn vọc_vạch xem_xét xài android ios khá gò_bó tù_túng,Negative,Negative
mới mua sài thấy ổnnhân viên dmx nhiệt_tình thân thiệnvẫn còn ủng_hộ dmx,Positive,Positive
xài nokia number duoc vai tháng dt tệ nhất mình xài viết b luận đơ cảm_ứng quá tệ nói đến mấy khác ai đánh_giá dt ngon tốt xem người_người bl hay sử_dụng hoặc mới mua,Negative,Negative
con ngon nha ae giá_cả hợp_lý pin trâu game lq pupg mượt bắt sóng wifi nhanh nghe gọi to rõ xài number ngày hết pin sạc numberhnumber hoặc numberh đầy number ae nào muốn mua ốp lưng đến tgdd chi_nhánh pnumberqnumber nha bán ốp numberknumberk dành numberinumbers nhân_viên phục_vụ tận_tình a đến z ủng_hộ number sao,Positive,Positive
kiểu_dáng đẹp chạy mượt nhanh đặc_biệt cầm pinlướt web xem phim ko thấy tuột pin,Positive,Positive
mở khóa vân tay tệ number lần mới nhanh hết điện dùng liên_tục chắc tầm numberh camera chụp hình nhìn kg nét phóng hình to nhìn bể mờ dù chỉnh mọi chế_độ đèn_pin tối nói_chung đem xo con jnumber cũ chức_năng notenumber còn thua,Negative,Neutral
mua sáng máy tầm giá quá ngon trang đầy_đủ ốp lưng tai_nghe tới củ sạc qc number pin test thử trưa giờ ngon sạc khá nhanh máy nhẹ cầm tay đợi thời_gian đánh_giá tiếp,Positive,Positive
điện ok máy chụp hình ban_đêm sáng đẹp tất_cả tốtmình hài lòngmình yêu vivo mình sài ynumber vợ sài vnumber tất_cả tốt,Positive,Positive
máy chơi game tý khá nóngfps tuột liên tụcpin ổn k trâu lắm chơi game liên_tục đc numberhdù chỉnh đồ_hoạ thấpbắt wifi hơi tệcam k dùng tới éo quan_tâm,Negative,Neutral
ng number câu samsung thu ss a number lỗi cảm_ứng máy mở nóng thậm_chí túi quần nóng nghi_ngờ về con sạc numberw nguy_cơ cháy nổ máy quá nóng,Negative,Negative
lần đầu dùng vivo mấy bé tư_vấn nhiệt_tình quá mua cuối tuần giảm tận number ngàn dùng chơi game mượt k lag number,Positive,Positive
máy đẹp mình chơi game rise of kingdoms lag hơn livenumber quá,Neutral,Positive
mua numbertuần xài ổn đẹp nói_chung giá tiền loa to xem phim nét pin xài lâu xạc nhanh,Positive,Positive
giá numbertr quá ngon trong phân khúc pin trâu thật luôn tiếc bữa mình k đặt_cọc đc giảm numberk hôm_nay mình quyết_định mua nhìu ngày suy_nghĩ thời_gian biết thế_nào hiện ok,Positive,Positive
máy dùng ok dùng thời_gian mấy ý chơi game lỗi âm_thanh cắm tai_nghe hoặc tai bluetooth sửa ạ,Negative,Neutral
máy đeo óp nút âm_lượng lẫn nguồn cứng ấn mạnh mới ăn tháo bấm đỡ hơn number chủt ko nảy lắm màn_hình to ổn ánh_sáng trung_bình ko sáng lắm pin tạm chấp_nhận camera tệ auto focus lấy nét chụp nhoè dù giữ chặt tay loa ngoài hơi rè number chút bật lớn loa trong ok lớn mặt lưng bám khá vân tay ko xài ốp,Neutral,Negative
máy vmast live nào chơi game khoẻ hơn ad ơi mua number s hàng việt_nam,Negative,Negative
cập_nhật lần number cột sóng báo đc number vạch k vạch nào mặc_dù xung_quanh cột sóng tóm nhìn đến hai cột sóng cảm_giác ở sa_mạc hay trong rừng rậm ở ngoài biển đảo ấy hãng lớn sản_phẩm lllllllllllllllll,Negative,Negative
mình mới mua đk number ngày máy mượt cấu_hình mạnh chơi pubg mức đồ_họa cao nhất cực mượt nhân_viên bán hàng rất dễ_thương nhiệt_tình number sao nhân_viên tên trang number sao điện_máy xanh,Positive,Positive
sản_phẩm quá ngon trong phân khúc ae mua về chiến lqm bao ngon,Positive,Positive
mua về number ngày định sử_dụng app clear dọm rác k đt sài ổn tốt nhân_viên phục_vụ tận_tình,Positive,Positive
khui sáng mọi thứ thật tuyệt_vời máy pin trâu mượt nhanh màn_hình nét cầm nặng_tay xíu inumber,Positive,Positive
mới mua hôm hôm_nay giảm giáđau lòngmới mấy tiếng k buồn hơn luôn ai hỏi loa kép ntn k ạ,Positive,Negative
hài_lòng về sản_phẩm mọi thứ đêu rât tốt nghe nhạc xem phim chơi game âm_thanh to hay,Positive,Positive
tóm ok trong tầm giá numbertrnumber quá ngon muốn xịn bỏ tiền mua ip sài_ngon,Positive,Positive
mới mua number ngàykết nối bluetooth ổn_định nghe nhạc tai_nghe dừng nhạc phát tiếp liên tụccảm ứng chuẩn,Negative,Negative
mày sài ok ko lỗi j hết game chơi mượt ko giật lác mới mua number tuần cảm_nhận ok,Positive,Positive
pin đc kì_vọng dùng đc number tiếng hết ban_đầu chơi game mượt k giật lag về cảm_ứng k nhạy lắm trong máy mới dùng nửa tháng dùng máy nhanh nóng điểm cộng ngoại_hình camera net chụp ảnh đẹp bộ lưu_trữ lớn xử_lý nhanh,Positive,Negative
sản_phẩm number triệu quá ổn chơi game khá ổn pin trâu giá ngon,Positive,Positive
chụp cận_cảnh đẹp quảng_cáo mở chế_độ cận_cảnh màn_hình ruồi chụp gần mờ ko rõ nét hay máy mình lỗi sạc nhanh nóng máy mua thấy máy đc dán màn_hình sẵn hộp rách tem niêm_phong nhân_viên đảm_bảo máy mới,Negative,Negative
sản_phẩm tốt_đẹp chơi game mượt mát máy sao nền màn_hình dark grey viền sáng ai giống hay máy tôi lỗi,Positive,Positive
máy trải nghiệm thua anumber number chậm đơ mua về xài tác vụ bình_thường bỏ gần number triệu xài tác vụ nhẹ thấy ổn,Negative,Negative
sản_phẩm tốt pin trâu chơi game number tiếng camera chụp đẹp quá tốt tầm giá cảm_ơn tgdd,Positive,Positive
mua tháng rưỡi bây_giờ tự_nhiên bật màn hìh bật mạng hay wifi đơ mấy phút buồn thật,Negative,Negative
vân tay dc ko nhận dien khuôn_mặt ko tốt bắt sóng kém nói_chung thua máy tàu sam sung ngày kém,Negative,Negative
màn_hình camera ngon hơn live ban_đầu đặt_hàng mua đợt giảm number tháng number bản_thân dùng live gần number năm nay mjh trãi nghiệm livenumber ngon hơn hẳn,Positive,Positive
sao camre hột quá sao thời_gian sử_dụng mua về bt sữ dụg đc khoảg numbertuần camre,Negative,Negative
đth realme cnumber dùng oke pin trâu game mượt trong tầm giá numbertriệu đáng sd,Positive,Positive
mình dùng number tuần pin lâu hết lắm sạc nhanh lắm luôn k giật lag hết_mình thấy camera selfie ảo quá thôi mình k thích ảo quá camera chụp đẹp lắm nhe điểm yếu nó k bật đèn led sẵng thegioididongcom xác_nhận khách_hàng nguyễn chí linh mua online website thegioididongcom mua number tuần,Positive,Positive
sản_phẩm dùng khá tốt nhân_viên hỗ_trợ nhiệt_tình,Positive,Positive
mua con samsung anumber về ko đáp_ứng nhu_cầu làm đổi sang em dùng ngon hẳn đúng dùng hãng ưng_ý nhất dòng ip xử_lí nhanh mượt ko đơ máy e nhỏ gọn dùng ngon chụp ảnh đẹp nói_chung ưng ta ko chê bác nào nhu_cầu mua e khuyên mua thêm sạc ko dây loại ngon number củ dùng mượt khỏi nói,Positive,Positive
điện_thoại xài ổn màn_hình lớn đmx phục_vụ ok hệ hành mượt chụp ảnh sắc nét,Positive,Positive
mua r mới thấy hối_hận pin quá tệ k xài tuột pin cữa hàng nhân_viên nói pin k vấn_đề khăn ứng_dụng chạy ngầm oppo renonumberf nó hút pin còn gê hơn iphone numbers plus sữ_dụng number năm mong hệ_thống khác phục,Negative,Negative
máy ram number đi chạy chậm tệ pin mau hết nghĩ thấy chán pin number còn thua pin number xa,Negative,Negative
điện_thoại đẹp cấu_hình tốt pin trâu chơi pubg ở cấu_hình đồ_họa thường,Positive,Positive
sản_phẩm chính người việt làm chuẩn chỉnh_trang_thiết sản_xuất sản_phẩm hiện đạithiết kế máy sang_trọng lịch_lãm cấu_hình máy đi đầu trong công_nghệ tuyệt_vời,Positive,Positive
pin lâu sóng khỏe loa to đèn_pin sáng nghe radio k tai_nghe nói_chung tốt máy hay tự_động gửi tin nhắn văn_bản biết tốn tiền k,Positive,Positive
loa tặng kèm sài đc number ngày k kết_nối đc đồ tặng k bao_giờ tốt quá thất_vọng,Negative,Neutral
pin đầu trâu đấy vài ngày mau tuột pin camera ổn chụp numberh rưỡi đẹp,Positive,Negative
number tuần trải nghiệm ae nào giống ko hay lỗi riêng number máy ngoài tối à còn camera nó chậm nx chụp vẫm ok,Positive,Neutral
sản_phẩm tuyệt_vời màn_hình sắc nét âm_thanh number loa chạy nghe to pin trâu xài lâu mới hết,Positive,Positive
nhận sóng điện_thoại kémvào phòng yếu hoặc mất luôn chắc mình mua trúng máy lỗi,Negative,Negative
mình mới mua hôm_nay mặt lưng đẹp nhìn thích cực sạc nhanh chip ngon update phiên_bản mới nhân_viên nhiệt_tình mình thích,Positive,Positive
mik mới mua máy đc number ngày thấy pin tụt nhanh sáng ngủ dậy mất tầm hai mấy pin number dùng nhanh hết pin nắm,Negative,Negative
sản_phẩm đẹp mỏng nhẹ pin sạc nhanh dùng lâu hết ngày_ngày rưỡi thích sản_phẩm,Positive,Positive
máy đẹp cấu_hình ok vs tầm giágiá ntn ko chê cả,Positive,Positive
dùng number tháng mình thấy điện_thoại tuyệt_vời mức giá tất_cả ok nhà sản_xuất thay google ảnh bằng bộ sưu_tập vsmart chome bằng cốc_cốc,Negative,Neutral
pin trâu thoải_mái cày phim tội sóng_sánh yếu vs đt khác hàng việt nam đánh_giá numbersao,Positive,Positive
máy chế_độ quay_phim chậm nhanh khôngmáy sử_dụng mau hết pin nóng máy,Negative,Negative
máy sài mượt pin trâu camera chụp hình đẹp ok shop tư_vấn nhiệt_tình,Positive,Positive
mình mới mua hôm tgdd tt phong châu phù_ninh phú thọ nhân_viên tư_vấn nhiệt_tình ân tốt máy vân tay nhạy nhận_diện khuôn_mặt nhanh nói_chung đáng chê cả,Positive,Positive
ok kiếm phụ_kiện khó quanhững chíp còn chíp note number plus còn nào ngon hơn,Positive,Positive
tuyệt sài chơi game tốt à ko mật_khẩu vân tay thôi chụp hình rát đẹp cầm sướng tay,Positive,Positive
dùng number tuần sản_phẩm nhân_viên tư_vấn máy ổn bạn muốn đt chủ_yếu chơi game kh chọn bản_thân mình mua đt đáp_ứng học chủ_yếu kh đòi_hỏi hơn pin tốt_ngày sạc number lần máy mượt vân tay nhạy camera đúng oppo ai chê mình thấy đt tốt đt nào ưu nhược_điểm riêng quan_trọng hơn tiền nào,Positive,Positive
máy dùng nóng cập_nhật iosnumber xem phim đọc báo củng nóng huống chơi game,Negative,Negative
lấy nhé game giật lag màn hiển_thị xấu nói_chung đc xin hết,Negative,Negative
tam đc về mọi thứ pin trâu hơi giống lumia number hồi xưa tớ hơn nguyên khối,Positive,Neutral
mới mua hôm quanhân_viên tư_vấn nhiêt tìnhnhưng đem về trải nghiệm ôi thôichỉ bật numberứng_dụng chạy tất_cả ứng_dụng khácpin xuống nhanhchơi liên_quân giật kinh khủngchỉ nhận tin nhắn thôi xem xong một trận,Negative,Negative
mới vừa mua sáng naysử_dụng biết máy thế nàonhưng number sao về chất_lượng nhân_viên phục_vụ tại số number huỳnh văn_lũy phú lợi bình dương máy khởi_động lần đầu_tiên thì hơi nóng đó ổn_định trở_lại đã bình_thường cám_ơn em nhân_viên kỹ_thuật tgdd nhiệt_tình chu_đáo mua hàng tại cần lo_nghĩ gì,Positive,Positive
sản_phẩm tốt pin trâu nhân_viên phục_vụ nhiệt_tình ko tai_nghe tầm number tr mới sp rẻ đc r,Positive,Positive
chê dù nhỏ nhấtnhìn cách vs hiểu khách_hàng tặng phụ_kiện đầy_đủ điểm number rồichúng ta hãy nhau ủng_hộ tin_dùng hàng việt nào mọi người,Positive,Positive
máy khá ổn pin tốt camera tạm ổn bắt wifi tốt chơi game mượt thỉnh_thoảng đơ máy thoát,Positive,Positive
còn quá đẹp thiết_kế chi_tiết sắc nétchắc làm em luôn thôi,Positive,Positive
tôi thấy bạn ý_định mua con suy_nghĩ bỏ thêm numberk mua em note number pro bản pro màn_hình độ sáng tốt hơn camera tốt hơn bạn quan_tâm nhất nó ko lỗi vặt note numbers tôi mua note number pro dùng khá tác vụ trong ngày viên pin còn number khoảng numberhnumber pin khá trâu_bò camera chụp sướng khỏi chê ảnh chụp dc em nó,Positive,Positive
pin kém sụt nhanh hơn sơ đánh_giá numbermah dù xài wifi liên_tục pin sụt giống kiểu dùng mạng đi dộng khá lo_lắng,Negative,Negative
mk mua number ngày đầu thấy ổn giờ hơi tệ một đêm đến sáng bật chế_độ tiết_kiệm pin tối_đa mất hết gần number mk mới sài numberp máy nóng đôi k sài máy nóng camera mờ,Negative,Neutral
màn_hình hd plus number triệu hiệu_năng ko biết sao màn_hình giá chát,Negative,Negative
máy tầm tiền chip yếu quá chơi game lag wifi kémcam xấu mua redmi note number ngon hơn máy chắc dùng lướt wed xem phim học thôiko game đc đâu cân_nhắc mua,Negative,Negative
lỗi sạc nghiêm_trọng sạc nóng máy báo nóng liên_tục làm dám sạc ban_đêm mang đi bảo_hành cháy chui sạc khuyên mọi người mua,Negative,Negative
quá tuyệt_vời tai_nghe tặng kèm cực nhạy luôn mở nắp kết_nối airpod luôn màn_hình quá mượt oppo ngày chất_lượng number sao,Positive,Positive
chủ_yếu mua về chiến game dùng dc khoảng hơn numberh liên_tục test game free fire võ_lâm_truyền kỳ mobile máy khá ok nói_chung hài_lòng,Positive,Positive
máy xài đẹpchụp cận_cảnh khỏi chê luôn chơi game mượt nói_chung trong tầm giá ok nhá,Positive,Positive
mình mua máy cách number tuần giảm đc numbertrnumber cảm_thấy máy dùng ok pin trâu sạc nhanh game mượt nhận_diện khuôn_mặt hơi chậm,Positive,Positive
máy dùng chíp ăn giang phảignumber khoảng number ứng_dụng nhè tính game load number cảm_ứng mấy cơn number triệumàn hình đứng khoảng numbers liên_tục ngày number lầnloa ngoài nghe nhạc dở_tệ rèmàn hình hd mình đạt đến mức hd mới mua mới dùng number ngày đơ liên_tục đúng hàng tàu lần đầu lần cuối dùng hàng tàu,Negative,Negative
hiệu_quả_thực_tế tương_thích cấu_hình máy_tính_năng hạn_chế hoặc,Negative,Neutral
mình dùng máy number thời_gian thấy ok máy nhỏ gọn thuận_tiện pin dùng ok cấu_hình cao,Positive,Positive
sản_phẩm dùng ổn_áp trong tầm giá hiếm thấy máy giá rẻ ss đc trang chip set sgnumber máy nhỏ gọn cằm nắm bỏ_túi dễ_dàng number mình thích smart phone màn nhỏ v nhỏ hiển_thị ít rỗ camera tạm cam hơi nhòe mình b trong tầm giá ko đòi_hỏi đc thêm chấp_nhận đc pin numberk tưởng_chừng ít dùng đủ đối vs cá_nhân mình trong number ngày sạc kha_khá dùng củ sạc ngoài numbera sạc máy numbera cấu_hình ổn chiến game mặc_dù ko mượt lắm đc tối_ưu tốt chơi game ko nóng máy loa khá to rõ mình bật max âm ko rè mấy bạn khác nói còn cả dolby atmos tuyệt_vời hđh thân_thiện dễ sd đc chạy sẵn android number thích luôn thay_đổi ko ổn_định nói_chung hài_lòng vs số tiền mình bỏ,Positive,Positive
hàng kém chất_lượng đi bảo_hành number ngày về may bảo_hành thật tệ,Negative,Negative
giá hơi cao bù chất_lượng ok tiền nào nấy đáng mua tiếp_tục ủng_hộ,Neutral,Positive
mua number tháng xài ok thấy lỗi nói_chung tốt hài lòngnhân viên ok thanks tgdd,Positive,Positive
nay mới thời_gian thế_giới di_động mua iphone number pro max hỗ_trợ nhanh nhân_viên nhiệt_tình,Positive,Positive
mua number tháng máy im mới pin còn number mọi tác vụ ok camera chụp ảnh quá tuyệt game mượt khỏi chê quyết_định đúng mua,Positive,Positive
mẫu đẹp mỏng sài hơi chất nhé đặc_biệt cây bút_tích_hợp tính_năng mới hữu_ích công_cuộc_sống nhé sao tôi chọn máy t thích nó i love samsung,Positive,Positive
vân tay quá tệ màn hinh tự thoát xem youtubekhe sim ăn kochán,Negative,Negative
máy andoird number camera đẹpvân tay khuôn_mặt nhanh chip media tek hello pnumber quá mạnh sạc nhanh voice quá nhanh mình thích,Positive,Negative
máy tốt sạc nhanh ko lo về pin cầu giải_trí nhẹ máy hoạt_động mượt ok dịp ghé tgdd ạ,Positive,Positive
sp tuyệt_vời chơi game lướt web tât cả mượt chụp hình đẹp màu bắt_mắt,Positive,Positive
mới mua number tháng nút âm_lượng kẹt cả number nút giảm âm tăng_âm_lượng đánh_giá thấp oppo,Negative,Negative
nói_chung máy khá ổn tầm giá mình chơi game ít chụp hình đánh_giá sơ cả number ổn kg nóng máy chơi game mượt thích màn cong mn tranh_thủ mua giảm_giá ai đợi giảm xuống number tr chắc hơi khó,Positive,Positive
máy pin cực trâu mk chơi pubg gần numberh máy ko nóng ấm thôi ai chơi game xúc e rẻ chất,Positive,Positive
điện_thoại chậm con rùa bò tương_thích_ứng_dụng google my viettel,Negative,Negative
máy mua về dùng number tháng giật đơ lag dù mình đóng hết ứng_dụng chạy ngầm đúng máy tàu thôi,Negative,Negative
mua gần number tháng đầu sài tốt cập_nhật wifi yếu sim viettel numberg pin hao nhanh nóng loa tụt âm_lượng vô facebook youtube game đôi ngoài thật đáng thất_vọng,Negative,Negative
mua sáng nay cảm_nhận ban_đầu tốt mát mượt đc chị nhân_viên tư_vấn nhiệt_tình_cảm_ơn điện_máy xanh ạ,Positive,Positive
sử_dụng ít hôm mình thấy thế pin dung_lượng khá bạn nào kết_nối tai_nghe đồng_hồ blut k dùng pin tụt khá nhanh về lỗ sạt cắm cảm_giác nó khá lỏng cảm_biến vân tay nhận_dạng đc mượt lắm,Negative,Negative
mới mua hôm tôi cảm_thấy cx tốt ạchơi game cx mượt tôi cảm_thấy phục_vụ nhân_viên tgdd tốt,Positive,Positive
mọi thứ tạm ổn trong tầm giá con chip number chạy trình_duyệt mượt quảng_cáo,Neutral,Neutral
tầm trung phân khúc samsung ngon hơn hay đơ treo loa vv ko long,Negative,Negative
đĩnh công_nghệ iphone number plus chơi game mượt camera chụp đẹp wifi bắt sóng tốt,Positive,Positive
gần numbertháng trk t thấy pin k trâu mấy còn nhung khác thj cug ok thấy pin k trâu j mấy redmi thuoc thể loi pin trâu t thấy pin k trâu j mấy,Negative,Positive
máy mượt pin trâu hiểu cài nhạc ở mpnumber làm nhạc chuông khoảng number ngày máy tự_động mất nhạc chuông thay nhạc chuông mặc_định điện_thoại mặc_dù tắt nguồn khởi_động thử cài tình_trạng còn ngoài thấy máy khá ổn,Positive,Positive
mới mua mới nay giảm con number ss rớt_giá thê_thảm xài cg ok pin it mạng xài tầm dc numberngay cảm_ứng nhiu ng đánh_giá k nhạy điểm hơi tệ phần chụp hình m thích dòng củ hơn jnumber ro numberprime jnumber chụp m thich hơn cá_nhân m cảm_thấy z,Negative,Negative
máy nhanh mạnh thiêt kế đẹp chụp hình xóa_phông đẹp lem đầu tưởng face id bất_tiện tiện_lợi,Positive,Positive
máy xài mượt nóng máy pin bền xem phim sắc nét chơi game ổn chụp hình tạm ổn thời_trang nói_chung giá tiền xài đáng,Positive,Positive
mình mới mua tặng ba thấy mọi thứ khá ổn đinh to pin trâu xài mượt ba khá ưng_ý d,Positive,Positive
điện_thoại sài vân tay đúng tệ mua năm chơi game ngày lag mở bong_bóng zalo vs face nhắn_tin giật kinh_khủng quá tệ,Negative,Negative
thật nói vivo unumber quá ngondưới number triệu quá thứ ngon con chip snap numberpin number mah sạc nhanh numberwnói chung mọi người mua máy,Positive,Positive
ok màn_hình to xem phim ok sang chảnh sạc pin nhanh ok pin trâu nói_chung hài_lòng nhân_viên tgdd nhiệt_tình tuyệt_vời,Positive,Positive
thể nói best choice trong tầm giá hơn hẳn thương_hiệu khác phân khúc màn_hình to miui number hiệu_ứng độ mượt cao ngày hoàn_thiện hơn number bản cập_nhật pin trâu khỏi nói trung_bình numberh onscreen bộ number camera đa tính_năng thu sáng tốt ai chế_độ khác nhau mi number năm luôn hài_lòng,Positive,Positive
đổi number lần mic nói làm người nghe rõ đổi cảm_thấy ngại luôn đổi điện_thoại khác mất number,Negative,Negative
mình dùng number tuần thấy mọi thứ ổn nhỉ chẳng lỗi cả camera tầm ổn,Positive,Neutral
sản_phẩm tốt giá hợp túi_tiền nhân_viên thân_thiện hài lòngai nhu_cầu chơi game mua còn muốn pin trâu xem sp khác,Positive,Positive
bản update mới cải_thiện hiệu_năng rõ_rệt tầm number triệu máy khá tốt,Positive,Positive
điện_thoại sử_dụng tốt chụp ảnh đẹp pin sài lâu màu sơn bền màu k nổ sơnmình hài_lòng mua sp,Positive,Positive
ok tốt ổn trong tầm giá tệ đánh_giá khác mượt pin trâu camera ổn sạc hơi chậm,Positive,Positive
mọi thứ ổn trừ wifi bắt wifi kém thường_xuyên dis wifi máy khác bên cạnh dùng wifi ổn máy mình mất wifi liên_tục,Neutral,Neutral
mọi thứ ok trừ gamemong anh sam sửa lỗi người tiêu dùngnhư con mnumber tui sử_dụng mới mua ve_lỗi cảm_ứng suốt mới cập_nhật giờ đở cấu_hình yếu quá gánh game nổicòn anumber chán anh sam quá lẽ tui về apple vĩnh_biệt anh sam bài viết anumber cùi bắp,Negative,Negative
máy ngon mượt ạ cấu_hình đẹp rẻ anh_chị tận_tâm em number sao em cảm_ơn number,Positive,Positive
quá tệ cảm_ứng nhảy loạn_xạ bao_giờ mua điện_thoại tgdd thất_vọng,Negative,Negative
sản_phẩm tốt ạ sao nhanh hết pin wa number pin sài number tiếng đồng_hồ hết ùi bằng anumbers bữa mình mua còn cx ok nhân_viên zui zẻ nhiệt_tình ạ chấm number điểm hihi mãi ủng_hộ tgdd ạ,Positive,Positive
xài ngon máy ko quá nóng max setting pin lâusạc numberw khỏi bàn cam rõ nét đặt biệt nhân_viên nhiệt_tình,Positive,Positive
mình xin đánh_giá về number dòng điện_thoại oppo reno number pro và samsung note numberlite mình muốn mua mà biết chọn chiếc nào xin ad đánh_giá kỉ về number chiếc này giùm,Negative,Negative
mới mua trải nghiệm một ngày máy ngoại_hình thiết_kế khá đẹp_mắt camera chụp hình đẹp loa nghe nhạc chất sạc pin đầy tầm number phút ok nói_chung đáng mua trong tầm giá number triệu game mượt hiện_tượng lax giật xét trong tầm giá con nào đối_thủ,Positive,Positive
mua sài dc number tháng chơi game liên_quân pubg giật lag dc mấy tuần đầu chơi mượt vêg ngày lag chơi game,Neutral,Negative
mới mua trả_góp một ngày ngoại_hình thấy máy đẹp chắc_chắn về cập_nhật ngày bản vá mới nhất tắt chế_độ hiệu_ứng động thấy máy mượt cảm_ứng nhạy chơi game chip numberg mượt lag mình chụp hình chụp thử vài tấm thấy chủ_yếu lưu khoảnh_khắc nhược_điểm cảm_ứng vân tay đặt ở cạnh bên hơi bất_tiện cầm trái tay camera hơi to thích kiểu popup hơn mở khoá cảm_ứng thỉnh_thoảng hiển_thị icon hình nền làm tóm tầm giá tới numbertr một máy toàn_diện đáng mua tuy vài lỗi nhỏ sắp tới khuyến_mãi ai còn lăn_tăn hãy nhanh tay numbertr quá_đáng đồng_tiền,Neutral,Positive
mọi thứ ok hết trừ number lỗi âm ảnh màn hìnhđã đi bảo_hành number lần mới sài đc number tuần,Negative,Neutral
máy tốt trong tầm giá camera ổn pin trâu sạc nhanh cấu_hình mượt thiết_kế đẹp tiết dùng màn amoled nói tóm_chê,Positive,Positive
máy xài êm hết bảo_hành lỗi chụp hình xoá phông đẹp khỏi nói,Positive,Positive
máy dùng tốt mượt pin number mah dùng lâu nhân_viên đmx phục_vụ nhiệt_tình chu_đáo,Positive,Positive
mới mua hôm sao máy sài nóng nhanh hết pin chơi trận liên_quân ko mở loa hết numberchán quá giờ lo mua biết làm_sao bây_giờ,Negative,Negative
dùng tạm ổn thực nói máy kém bền mới đánh_rơi nhẹ number thôi màn_hình máy joy number tôi nát bét hết màn_hình bây_giờ mới hs thôi báo_giá thay mh hết hơn numberk tiền đâu đủ,Negative,Negative
sản_phẩm đb chơi game pikachu lag hết cả máy nóng cầm nặng pin number tưởng pin number nãy_giờ mình nói tới con samsung galaxy jnumber pro còn con mình biết xin cảm_ơn đọc,Negative,Negative
thật máy tốt nhân_viên phục_vụ tốt yên_tâm tuy_nhiên hơi thất_vọng về chính_sách khách_hàng thân_thiết tgdd ko biết mang mác khách_hàng thân_thiết làm hy_vọng tgdd cải_thiện khâu hơn chắc làm khách_hàng mới bên khác về,Positive,Positive
giống number ngày đầu xài thay pin trâu lắm xong h nó tuột pin nhanh lắm nó nhanh hơn mấy hôm trc,Neutral,Negative
e number lần xl phiền đến a chị e thật thấy sai_lầm mua máy r e muốn lời_giải_đáp bắt wifi giật chơi game mấy máy cùi bắn pupg r liên_quân freef giật k bắn đc mai e pk thế_giới di_động coi e k thể bỏ numbertr dùng con máy thế đc,Negative,Negative
