comment,sentiment,main_aspect,n_star,aspects_list
khuyên ai mua anumber về chơi game đừng mua test liên_quân pubgđá banh võ_lâm nút di_chuyển đơ di_chuyển đc numberk mua về chặn giấy chán,Negative,PERFORMANCE,1,"[('PERFORMANCE', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative')]"
mượt choi game khỏi bàn vân tay nhạy pin hơi yếu bạn nào chơi game thêm sạc dự_phòng,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive')]"
đẹp chụp hình cam thường siêu đẹp mượt lắm nha tội nhanh hết pin đáng_kể sạc numberh đầy d khá hài_lòng chip hơi yếu k đáng_kể luôn d tầm giá mua nha_mng,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Neutral'), ('PERFORMANCE', 'Neutral'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mới mua number ngày cảm_biến vân tay máy hay đơ loa nghe nhỏ trong tiếng xứng_đáng đồng_tiền bỏ,Negative,FEATURES,3,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Negative')]"
gà đt mua hơn tháng mạng kết_nối yếutrong nhà mn xài bình_thường trừ dt tôi ragọi bên kia bảo nc nhỏ_xíu nghe chập_chờn miếttest thử ngkhac nhau ngày nào gọi thử kêt quả z nghe rõ chẳng nghe rè rèđem tgdđ number lần đầu,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Neutral')]"
máy đẹp cấu_hình ngon sạc nhanh ưng nhất camera ảnh đẹp thôi r mở khoá vân tay cực nhậy đúng kiểu ngonbổrẻ,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
sao yêu_cầu dùng vmessenger bấm bỏ k muốn đăng kì lần nó hiện thêm number lần đầu đăng_nhập tk vinsmart nó hiện number thông_báo thiết an_toàn bẻ_khoá sao,Negative,PERFORMANCE,1,"[('PERFORMANCE', 'Negative')]"
mới mua trưa bin trâu loa lớn lắm luôn màn_hình mượt cực_kì mọi người sử_dụng đt túi_tiền đáng đồng_tiền luôn í,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
giá con này đẹp lắm nha mọi người em mua về dùng rất là okk nha em mua về mà làm gần hết được mọi từ công_việc đến giải_trí,Positive,PRICE,5,"[('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
máy khá ngon mạng khá tốt ko chê pin một ngày trâu đến mức còn độ number chiến game ổn con gnumber đa_nhiệm còn giật đơ numbergb ram number sao,Positive,FEATURES,4,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
mua đc number ngày pin numbermah sài ko đc number ngày_đêm tụt numberpin thua xa huawei ynumberpronumber,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('SER&ACC', 'Negative')]"
mới mua về ok sài hơn tháng numberg yếu quá chạy ko nổi đơ máy luôn muốn vô fb number tí ko chảy numberg đâu thật thất_vọng,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
dùng môt tuần thấy chip ram rom pin sạc nhanh tuyệt trong tầm giá dộ sáng màn_hình yếu âm_thanh chấp_nhận giảm kích_thước màn_hình bỏ nghe đầu_tư tăng độ phân_giải full hd âm_thanh ở mức tb tai_nghe chất_lượng thấp chăc chẳng ai dùng,Neutral,SCREEN,3,"[('SCREEN', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive')]"
hôm mua numbertrnumber bây_giờ giảm numberk tức thật numberk ít làm_ăn v ko r mai_mốt người_ta mua numbertrnumber đi hôm giảm numbertr v mất number tr,Negative,SER&ACC,1,"[('SER&ACC', 'Negative')]"
xài đt cảm_giác bực_mình ứng_dụng coolpad gài bẫy người dùng vô_ý tốn tiền oan,Negative,PERFORMANCE,1,"[('PERFORMANCE', 'Negative')]"
thiết_kế đẹphiệu năng manh tuyệt vơi trong tâm giá mua kẻo hết hang,Positive,PERFORMANCE,4,"[('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
sài đc ngày pin hao nhanh game văng ngoài nhìn lâu gây chóng_mặt hơn samsung,Negative,SCREEN,1,"[('SCREEN', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative')]"
sản_phẩm ok pin hơi kém chút chơi game mượtlướt wed nhanhchụp hình chuẩn mọi thứ ổn nhân_viên tgdd tuyệt_vời,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
tuyệt mình thấy máy đa_nhiệm tốt dùng sương trong ngày hết number pin camera ngon trong tầm giá,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
iphone number sài đả mượt chụp ảnh xoá phông tuyệt_vời vân tay nhanh pin ổn_định,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive')]"
cảm_ơn mấy bạn ở number xuân diệu tây hồ hỗ_trợ tận_tình máy ngon dùng mượt,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
sản_phẩm sử_dụng tốt người chơi game lướt web quá mượt đi giá sản_phẩm đáng mua,Positive,PERFORMANCE,5,"[('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
mua number ngày mọi thứ tốt camera ổn pin trâu sạc nhanh ko thấy lỗi camera bắt_đầu thấy lỗi cảm_biến tiệm_cận,Positive,CAMERA,3,"[('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
mọi thứ khá ổn tgdd lựa_chọn tuyệt_vời tiếp_tục phát_huy,Positive,GENERAL,5,"[('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
giá cao xài chán hay nhảy đơ loa đi_ngoài nói bên kia ko nghe dc luôn,Negative,FEATURES,2,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Negative'), ('GENERAL', 'Negative')]"
loa to bắt wifi sóng_sánh tốt màn_hình hơi mờ chói sáng ko biết lớp cường_lực bên ngoài ạ,Neutral,SCREEN,4,"[('SCREEN', 'Negative'), ('FEATURES', 'Positive')]"
máy dùng lỗi cameraloacảm ứng kémvân tay ko ăn mua ko thèm đổinói chung máy kém toàn tậpmua numberk joy number thà mua ip number thường dùng ngon gấp nghìn lần,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative')]"
hàng quá tệ kèm chất_lượng yếu lắm đừng mua tôi xài tức muốn ói máu,Negative,GENERAL,1,"[('GENERAL', 'Negative')]"
ram numbergb còn trống numbergb v làm giảm dung_lượng ram bây h_v,Negative,STORAGE,3,"[('STORAGE', 'Negative')]"
máy xài chút_xíu thường_xuyên máy_kéo_dài khoảng number giấy cụ hoài ko bik,Negative,PERFORMANCE,3,"[('PERFORMANCE', 'Negative')]"
pin châu j pin tuộc nhanh chậm thử sạc đầy number đi sạc ko thấy pin tuộc nhanh chậm thiệt,Positive,BATTERY,5,"[('BATTERY', 'Positive')]"
mua number em ở tgdd ngã number thết điện đông anh nói_chung nhân_viên nhiệt_tình cực hài_lòng còn về máy lướt xem phim biết nào pin numberp tụt number,Neutral,BATTERY,4,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Neutral'), ('SER&ACC', 'Positive')]"
cảm_ứng chạy lung_tung có lúc bấm được khởi_động rồi cài_đặt lại cũng vậy,Negative,FEATURES,1,"[('FEATURES', 'Negative')]"
quá ngon máy to màng đẹp game mượt tuy chơi game nặng hơi nóng máy loai ngoài tạm,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('FEATURES', 'Neutral'), ('PERFORMANCE', 'Neutral'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
trừ chụp ảnh ưng_ý chiến game tốt máy chạy bao mượt nóng tin_đồn đâu điểm trừ tgdđ nhân_viên nhiệt_tình quá làm mình ngại,Positive,CAMERA,5,"[('CAMERA', 'Negative'), ('PERFORMANCE', 'Positive'), ('SER&ACC', 'Positive')]"
máy sài ok đáng đồng_tiền bát gạo mn ạ mua hôm h hiện tiếp_tục trãi nghiệm biết vài tháng s đay,Positive,PRICE,5,"[('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
mình mua tgdd cách number ngày rùi cảm_ứng nhạy mặt lưng đẹp pin xài lâu tụt k biết sao hiện h sử_dụng ok,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
cục sạc kèm máy k sạc nhanh hay sao ấy numberh mới đầy máy chụp hình tối pin trâu,Negative,CAMERA,4,"[('CAMERA', 'Negative'), ('BATTERY', 'Positive'), ('SER&ACC', 'Negative')]"
mua number tuần lỗi gọi tắt nguồn kopin number tắt nguồn lnpin yếu quá kĩ_thuật kiễm tra cài phần_mềm cong vậymua dễ đổi hàng khó thất_vọng điện_máy xanh hồ học lãm phường an lạc bình tân,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('SER&ACC', 'Negative')]"
nhân_viên thế_giới di_động nhiệt_tình phục_vụ tốt còn máy thật ổn lắm chơi game ok pin tốt màn_hình quá tệ chỉnh ở chế_độ nền tối xung_quanh viền đường sọc trắng nhìn khó_chịu thật,Positive,SCREEN,3,"[('SCREEN', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Negative'), ('SER&ACC', 'Positive')]"
máy đẹp máy mạnh pin trâu màng hình ko tốt lắm chơi game hơi lag camera ok,Positive,SCREEN,4,"[('SCREEN', 'Negative'), ('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('DESIGN', 'Positive')]"
sạc nhanh game ổn wifi bắt_nhịp nhanh chất_lượng âm_thanh phát loa ngoài nghe nhạc ko hay lắm camera chụp ảo tùy_kiện thời_tiết,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive')]"
bạn đừng sánh quá về con chip hãy sánh về màng hình camera sạc nhanh chức_năng vivo nhé,Negative,OTHERS,5,[]
máy nhìn_chung ok nhược_điểm camera mờ quá mặc_dù đủ sáng call video nhìn chết_trôi,Neutral,CAMERA,4,"[('CAMERA', 'Negative'), ('GENERAL', 'Positive')]"
làm máy chính nhỏ gọn mặc_dù pin hơi yếu đợi cuối năm giá còn hơn numberđ mua,Negative,BATTERY,5,"[('BATTERY', 'Negative'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral')]"
pin tồi dùng hết nhanh sử_dụng một ngày còn mọi thứ tốt,Neutral,BATTERY,3,"[('BATTERY', 'Negative'), ('GENERAL', 'Positive')]"
pin lâu ít nóng máy màu_sắc hiển_thị tốt nhanh_nhạy chụp ảnh bảo đẹp bạn thích chụp ảnh sử_dụng máy luu tru numberg hi,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('STORAGE', 'Positive'), ('GENERAL', 'Positive')]"
hiểu sao tới thời_buổi number điện thoai numbertr nhà samsung vẩn trang tấm nền tft,Negative,SCREEN,2,"[('SCREEN', 'Negative'), ('PRICE', 'Neutral')]"
mua được number tuần xài thấy ok pin trâu chơi game mượt đôi lag nhẹ camera cũng đẹpvào game ko đc nhanh nghe nhiều người chê samsung máy ok nha mong là samsung nhiều phát_triển hơn,Positive,CAMERA,5,"[('CAMERA', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy xài ok chơi liên_quân hơi lắc hoi nóng máy nói_chung xài tuyệt_vời,Neutral,PERFORMANCE,5,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
cập_nhật android number máy sạc pin chậm hơn tuột pin nhanh thường lag loa lâu_lâu nhỏ_xíu màn_hình k tự tắt thất_vọng thiệt,Negative,SCREEN,3,"[('SCREEN', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
mua number tháng cảm_nhận máy dùng ổn mình chơi game đặc zalo đọc báo pin trụ number ngày mình thích nhấtcamera đẹp máy mượt nói_chung oke trong tầm giá,Positive,CAMERA,4,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mình mới mua xài number tuần thấy máy xài nói_chung good ok thấy vấn_đề lỗi,Positive,GENERAL,5,"[('GENERAL', 'Positive')]"
dùng đc k number hôn nay thấy máy hiện_tượng rối_loạn cảm_ứng xem youtube lướt danh_sách gợi_ý k đc loạn hết cả tắt máy khởi_động thấy máy bt,Negative,FEATURES,4,"[('FEATURES', 'Negative')]"
hơn nửa tháng sử_dụng test thử sáng đến tối tắt tác vụ tắt wifi xuống pin number liên_quân number trận number cam mọi người khen đẹp dt màu trắng đẹpmình biết mọi người sao chê dữ hay đt hàng điện_tử ăn maychứ mình thấy mọi thứ ok nhân_viên nhiệt tìnhthân thiện,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
sài okcập nhật xong thấy pin nhanh hết,Neutral,PERFORMANCE,3,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
xài okpin khỏi bàncamera hk tệ lắmchơi pubg cấu_hình trung_bình tốtsạc pin number đến number phần_trăm khoảng numberh,Positive,CAMERA,5,"[('CAMERA', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
dùng ngày đầu_tiên thấy mọi thứ ổn loa to pin trâu mượt test game nhân_viên điện_máy xanh nhiệt_tình quá,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
pin rụt nhanhvào mạng kém quáxài numberg tốc_độ cao đứng mạnh cực chậmnản,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
máy chất_lượng tốt hình_thức đẹp chụp ảnh đẹp thích nhất camera xoá phông máy dùng ổn_định dung_lượng dùng phê lắm mọi người ko tiếc tiền mua numbergb làm tí xoá ứng_dụng xoá ảnh,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('STORAGE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
đt ms mua đc number ngày đt ko sài pin tụt mau chơi game ko mượt lượt fb zalo tốt,Negative,BATTERY,3,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative')]"
mặc_dù đời number năm xài mượt tắt ứng_dụng làm mới ứng_dụng nền pin xài tương_đối ổn đến nổi quá tệ,Positive,BATTERY,4,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive')]"
vsmart joy number gặp lỗi pin nhé ae sạc tới mốc number tự báo đầy ko sạc tới number,Negative,BATTERY,1,"[('BATTERY', 'Negative')]"
máy chơi game bubg tốt pin tụt nhanh sạc pin xong rút xuống number pin nhân_viên tư_vấn nhiệt_tình,Positive,BATTERY,4,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive'), ('SER&ACC', 'Positive')]"
máy đẹp mình xài tác vụ bt thấy khá ok nữ dùng nhìn bề_ngoài thôi thấy thích,Positive,DESIGN,5,"[('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
sản_phẩm tốt trong tầm giádù sao samsung ngonmình luôn chọn samsung tgdd,Positive,PRICE,5,"[('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
người gọi đến nghe loa trong ạ toàn xài loa ngoài còn đeo tai_nghe chơi game pubg mobile ngược âm_thanh người chạy đằng tiếng chân ở đằng giúp em ạ còn tất_cả ok hết ạ,Neutral,FEATURES,4,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive')]"
nói_chung qá tệ mau hết pin tới number ngày sạc pin number lần hay tắt nguồn đột_ngột,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
camera chụp hình vàng da gọi điện zalo khuôn_mặt vàng khe luôn đem thế_giới di_động nhân_viên bảo dòng máy samsung hiện_nay màn_hình vàng quá thất_vọng,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Neutral')]"
điện_thoại tốt trong tầm giápin trung_bình bảo_mật vân tay khánhân viên nhiệt_tình,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('BATTERY', 'Neutral'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mới mua đc number tuần pin còn number nghe gọi video call bình_thường lát lấy điện_thoại màn_hình tối thui cuộc_gọi tin nhắn đến chuông màn_hình kk tài nào sáng đc,Negative,SCREEN,2,"[('SCREEN', 'Negative'), ('FEATURES', 'Neutral'), ('BATTERY', 'Negative')]"
máy ổn mượt sử_dụng liên_tục trơi khoảng number tiếng pin ko tuột trãi nghiệm lâu đưa đánh_giá chi_tiết,Positive,BATTERY,4,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mình mua number tháng ko va_đập còn nguyên ốp hãng vỏ mặt camera gãy hình hỏi bảo_hành ko,Negative,DESIGN,2,"[('DESIGN', 'Negative')]"
máy giá tệ quá xài number tháng lời numberg hoài tắt nguồn mở bình_thường vài tiếng,Negative,FEATURES,1,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Negative'), ('GENERAL', 'Negative')]"
giá khá mềm cầm tay khá ưng_ý màu đen nhám cực sang_trọng bảo_mật apple tốt,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Positive')]"
camera k thích_ứng đèn flas chụp ban_đêm bật đèn flas chụp flas nó tắc k chiếu sáng dc hình_ảnh,Negative,CAMERA,1,"[('CAMERA', 'Negative')]"
cấu_hình yếu pin yếu sạn chậm camera tặng ôn ko nổi_bật trong tần giá ko mua,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
máy hoạt_động tương_đối ổn_định tuy_nhiên pin sụt nhanh tỉ_lệ chai pin nhanh k kém,Negative,BATTERY,2,"[('BATTERY', 'Negative'), ('GENERAL', 'Neutral')]"
tôi dùng number tuần máy dùng tốt cấu_hình tương_đối dùng wifi bắt sóng mạnh tầm giá ok tôi mua ở shop tgdd nơ trang long nhân_viên nhiệt_tình đặc_biệt chú giữ xe nhiệt_tình tận_tâm trong tôi mua hàng trời mưa chú giữ xe đem giữ đồ tôi ko ướt tôi number sao,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Neutral'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mua đc number tháng xài vẩn ok mình cày game hơi máy hơi nhanh hết pinai chơi liên_quân muabật fps number cấu_hình cao vẩn ok còn pubg suy_nghĩ hơi lag cấu_hình trung_bình,Negative,BATTERY,4,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
camera chụp quá xấu xem phim hay lag hệ hành yếu máy chạy chậm sạc pin mới_đầu mua máy number báo đầy pin đỡ bàn_phím bấm chữ p khó bấm ko ăn,Negative,CAMERA,2,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative')]"
máy samsung đầu_tiên mình sử_dụng nó hoàn_toàn làm mình hài_lòng màn_hình đẹp camera ổn pin khá trâu ko chơi game đủ dùng hơn number ngày giao_diện người dùng samsung làm khá tốt điểm trừ duy mình mặt lưng nhựa vs hãng khác tầm giá kính hoặc kim_loại cảm_biến vân tay ko đc dùng note hoặc s samsung thực máy đáng tiền,Positive,SCREEN,5,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('DESIGN', 'Negative'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
pin sài ok sạc cực_kỳ nhanh âm_thanh lớn cam đẹp qay cam thường mờ_ảo còn dùng ap quay rõ thua iphone về cam về game lag mới mua mình kh chơi pubg giật mượt mò biết chỉnh cấu_hình chơi cực_kì mượt ngang tầm iphone bắt wifj tốt hơn iphone pin trâu hơn iphone rât numbertr ổn,Neutral,CAMERA,4,"[('CAMERA', 'Neutral'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('PRICE', 'Neutral')]"
sài bao ngon mấy ông ạ lỗi nhỏ mua về đc number ngày came lỗi khởi_động ok chiến game mượt pin trâu,Positive,CAMERA,5,"[('CAMERA', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
máy quay video ko ổn thông_tin máy quay vd numberfps đc numberfps thuikhi bật fps number quay video dựt ko bằng numberfps sao hả shop,Negative,CAMERA,1,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative')]"
máy tốt trong tầm giánghe gọi rõrung mạnhsóng mạnhpin qúa trâumọi người muadùng làm máy phụrất thích_hợp ai đi công_tác xa,Positive,FEATURES,5,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mình mới mua hôm thấy đẹp mình hỏi reno number dán kính cường_lực hay bản_thân máy kính cường_lực sẵn rồi,Positive,DESIGN,5,"[('DESIGN', 'Positive')]"
em hỏi điện_thoại em mới mua tầm number tháng pin điện_thoại em nó vấn_đề đc bảo_hành hk ạ pin em nó vấn_đề đêm nó tụt khoảng number mặc_dù tắt hết mạng di_dộng wifi ứng_dụng gầm bật luôn chế hộ máy_bay nó tụt mong ad tư_vấn,Negative,BATTERY,4,"[('BATTERY', 'Negative')]"
mua number tháng bạn quá khắc khe máy ok một_số khuyết_điểm viền màn cảm_ứng nhạy lắm kh quan_trọng ít xài máy xài tác vụ nóng khó_chịu tay ốp bình_thường pin xài number tiếng mọi thứ còn ổn,Neutral,FEATURES,5,"[('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
chụp hình ok mọi thứ ok xài đc vài ngày máy khá lag giật chơi game homescapes lag đôi máy đơ khá khó_chịu,Positive,CAMERA,3,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
máy pin trâu camera chụp xấu zoom vỡ hình màn xấu nhà mái tôn sim viettel mất sóng trót đặt trc ko đổi đc dùng khuyên mn mua huawei nova numberi tầm giá,Negative,SCREEN,2,"[('SCREEN', 'Negative'), ('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative')]"
máy hay đơ cảm_ứng lắm dùng cảm_ứng khó_khăn máy mạng chậm_chạp khó dùng quá pin trâu dùng lâu,Neutral,FEATURES,3,"[('FEATURES', 'Negative'), ('BATTERY', 'Positive')]"
nói tuyệtpin xài thông_thường number ngaylóa tấc cả lớn vs trongmấy xài mượt vs emcâu hình xài vs đẹp mặtcamera chế độchụp chân_dung chật,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
quá tuyệt_vời thiết_kế thời_thượng camera bắt_mắt nét pin ổn hiệu_năng tốt nói_chung miễn chê,Positive,CAMERA,5,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
chip tốt camera chụp đẹp pin chuẩn thiết_kế đẹp màn_hình đẹp to nhìn_chung hài_lòng trong tầm giá thế tốt,Positive,SCREEN,5,"[('SCREEN', 'Neutral'), ('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mua về dùng mắc lỗi sạc number pin sạc k ngắt thế trai hết pin haiz,Negative,BATTERY,4,"[('BATTERY', 'Negative')]"
mới mua gần number tuần pin trâu học bài number tiếng mất number chơi game nặng mượt máy đẹp sạc numbertnumberp đầy chơi lqm đc number tiếng quá ngon,Positive,BATTERY,5,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
máy sd ok loa đáng chê nghe gọi ok cảm_ứng chạm ứng_dụng my việttel thoát,Positive,FEATURES,3,"[('FEATURES', 'Neutral'), ('GENERAL', 'Positive')]"
mua gần number tháng r máy ok tầm giá numbertr con ngon nhất r,Positive,PRICE,5,"[('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
e ms muadùng ổn mượt bất_tiện nhanh tụt pin còn mọi thứ r ổn khó mua ốp vs cườg lực,Neutral,BATTERY,4,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Negative')]"
ram number chơi game k mượt vivo cnumbersac bin hoặc lướt mạng tầm numberphut máy nóngdt tải game lqmb chơi giậte xài number loại vivo number kia lướt mạng xem phim va game máy mát k nóng vivo snumberpro,Negative,BATTERY,1,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative')]"
pin ổnhình ảnh mượtmáy ss anumbers lỗi phần_mềm cảm_ứng xài vài ngày chạy tùm_lum buồn lắm samsungcần khắc_phục nhẹ samsung,Neutral,SCREEN,1,"[('SCREEN', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('SER&ACC', 'Negative')]"
camera lồi mình thích nhìn nó đẹp đối camera lồi camera lồi nhìn coi hơn camera lồi đấy,Negative,DESIGN,3,"[('DESIGN', 'Negative')]"
máy bắt sóng wifi cực tốtxem youtube mựơtlướt web number số trang ổn còn number số trang_web cực chậmnumberg ổn khá nhanhpin number sài numberg liên_tục number tiếngcòn wifi number tiếng,Positive,FEATURES,1,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral')]"
